"year","district","light","visibility","road_condition","Fatality"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dusk","Clear","Dry","Non-Fatal Injury"
2008,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Fatal"
2008,"North York","Daylight","Clear","Dry","Fatal"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Rain","Wet","Fatal"
2008,"North York","Daylight","Rain","Wet","Fatal"
2008,"North York","Daylight","Rain","Wet","Fatal"
2008,"North York","Daylight","Rain","Wet","Fatal"
2008,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Snow","Snow","Non-Fatal Injury"
2009,"North York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"North York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"North York","Dark","Snow","Snow","Non-Fatal Injury"
2009,"North York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Snow","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Snow","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Snow","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2008,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2008,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Snow","Ice","Non-Fatal Injury"
2009,"North York","Dark","Snow","Ice","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Snow","Ice","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Dusk","Clear","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Dusk","Clear","Snow","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dusk","Clear","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Snow","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Snow","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Scarborough","Dark","Rain","Wet","Fatal"
2008,"Scarborough","Dark","Rain","Wet","Fatal"
2008,"Scarborough","Dark","Rain","Wet","Fatal"
2008,"Scarborough","Dark","Rain","Wet","Fatal"
2008,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Freezing Rain","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Freezing Rain","Wet","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"North York","Daylight","Clear","Dry","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Snow","Snow","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Snow","Snow","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Snow","Snow","Non-Fatal Injury"
2008,"Etobicoke York","Dark","Snow","Snow","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Rain","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Daylight","Clear","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Scarborough","Dark","Clear","Wet","Fatal"
2008,"Scarborough","Dark","Clear","Wet","Fatal"
2008,"Scarborough","Dark","Clear","Wet","Fatal"
2008,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2008,"North York","Daylight","Rain","Wet","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Snow","Snow","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Snow","Snow","Non-Fatal Injury"
2008,"Toronto and East York","Dark","Snow","Snow","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Wet","Fatal"
2009,"Scarborough","Dark","Clear","Wet","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dusk","Clear","Dry","Fatal"
2009,"Scarborough","Dusk","Clear","Dry","Fatal"
2009,"Scarborough","Dusk","Clear","Dry","Fatal"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dusk","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dusk","Clear","Dry","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Fatal"
2009,"North York","Daylight","Clear","Dry","Fatal"
2009,"North York","Daylight","Clear","Dry","Fatal"
2009,"Etobicoke York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Fatal"
2009,"Scarborough","Dark","Rain","Wet","Fatal"
2009,"Scarborough","Dark","Rain","Wet","Fatal"
2009,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Fatal"
2009,"North York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Fatal"
2009,"North York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Fatal"
2009,"North York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Fatal"
2009,"North York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Fatal"
2009,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Fatal"
2009,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Dusk","Clear","Wet","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dusk","Clear","Wet","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Fatal"
2009,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Etobicoke York","Dusk","Clear","Wet","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2009,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2009,"Scarborough","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Rain","Wet","Non-Fatal Injury"
2010,"Scarborough","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2009,"North York","Dark","Rain","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Fatal"
2010,"Scarborough","Daylight","Snow","Snow","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"North York","Daylight","Clear","Dry","Fatal"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Fatal"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2010,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Fatal"
2009,"Scarborough","Dark","Clear","Dry","Non-Fatal Injury"
2010,"North York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2009,"Etobicoke York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Snow","Snow","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Scarborough","Dusk","Clear","Dry","Non-Fatal Injury"
2010,"Scarborough","Dusk","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Wet","Non-Fatal Injury"
2010,"Scarborough","Dusk","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Dark","Clear","Dry","Fatal"
2010,"Etobicoke York","Dark","Clear","Dry","Fatal"
2010,"Scarborough","Dusk","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2010,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Etobicoke York","Daylight","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2009,"Scarborough","Dark","Rain","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Daylight","Rain","Wet","Non-Fatal Injury"
2009,"North York","Dark","Clear","Wet","Fatal"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"North York","Dark","Clear","Wet","Fatal"
2009,"Scarborough","Daylight","Clear","Wet","Non-Fatal Injury"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Scarborough","Daylight","Clear","Wet","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Fatal"
2010,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2009,"Toronto and East York","Dark","Clear","Dry","Non-Fatal Injury"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
2010,"Toronto and East York","Daylight","Clear","Dry","Fatal"
